Year,Loan / Grant No,DMC,Project Name,SF Source,OCR Loan,ADF Loan,ADF Grant,Other SF,Total,Cofinancier,Grant,Loan,Total,ADB Approval
2005,2188-2189/G0019,BAN,Gas Transmission and Development,,225.00,5.00,0.00,0.00,230.00,Norway,5.00,0.00,5.00,27-Oct-2005
2005,2162,LAO,GMS: Nam Theun 2 Hydroelectric,,20.00,0.00,0.00,0.00,20.00,AFD,6.50,27.00,105.50,04-Apr-2005
2005,2162,LAO,GMS: Nam Theun 2 Hydroelectric,,,,,,,EIB,0.00,52.00,,
2005,2162,LAO,GMS: Nam Theun 2 Hydroelectric,,,,,,,IDA,20.00,0.00,,
2005,0025-0027,REG,GMS: Regional Communicable Diseases Control,,0.00,30.00,0.00,0.00,30.00,WHO,0.90,0.00,0.90,21-Nov-2005
2005,9061,CAM,Improving Primary School Access in Disadvantaged Communes,,0.00,0.00,0.00,0.00,0.00,JFPR,1.87,0.00,1.87,04-Jan-2005
2005,9064,CAM,Improving the Access of Poor Floating Communities on the Tonle Sap to Social Infrastructure and Livelihood Activities,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,25-Feb-2005
2005,9069,BHU,Improving the Well-Being of Road Workers,,0.00,0.00,0.00,0.00,0.00,JFPR,0.50,0.00,0.50,09-Aug-2005
2005,9063,MON,Maternal Mortality Reduction,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,10-Feb-2005
2005,2161,LAO,Nam Theun 2 Power Company Limited for the GMS Nam Theun 2 Hydroelecric Project,,50.00,0.00,0.00,0.00,50.00,NIB,0.00,27.00,27.00,04-Apr-2005
2005,2198,PAK,New Bong Escape Hydropower (Laraib Energy Limited),,37.30,0.00,0.00,0.00,37.30,IsDB,0.00,37.30,37.30,21-Nov-2005
2005,2168/7/13/75/0193,SRI,North East Community Restoration and Development II,,0.00,26.00,14.00,0.00,40.00,Sida,5.90,0.00,5.90,14-Apr-2005
2005,0016/8219,LAO,Northern and Central Regions Water Supply and Sanitation Sector,,0.00,0.00,10.00,0.00,10.00,NORAD,1.70,0.00,10.70,25-Aug-2005
2005,0016/8219,LAO,Northern and Central Regions Water Supply and Sanitation Sector,,,,,,,OFID,0.00,9.00,,
2005,9077,SRI,Post-Tsunami Utility Connections for the Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,14-Oct-2005
2005,9076,SRI,Public Works Restoration and Rehabilitation of Line Drainage Systems of Tsunami-Affected Local Government Roads,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,04-Oct-2005
2005,9073,INO,Rehabilitation of Coral Reef and Mangrove Resources in the Special Province of Nanggroe Aceh Darussalam,,0.00,0.00,0.00,0.00,0.00,JFPR,1.50,0.00,1.50,06-Sep-2005
2005,9066,MLD,Restoration of Livelihoods of the Tsunami-Affected Farmers in the Maldives,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,29-Apr-2005
2005,9079,INO,Restoration of Microenterprise and Microfinance in Aceh,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,28-Nov-2005
2005,2157/4571(L),PRC,Sanjiang Plain Wetlands Protection,,15.00,0.00,0.00,0.00,15.00,GEF,12.14,0.00,12.14,14-Mar-2005
2005,1391,THA,Second Regional Roads (Sector),,0.00,0.00,0.00,0.00,0.00,JBIC (ODA),0.00,150.00,150.00,29-Sep-2005
2005,2172/0008/0009/0010,BAN,Second Urban Primary Health Care,,0.00,30.00,10.00,0.00,40.00,DFID,25.00,0.00,32.00,31-May-2005
2005,2172/0008/0009/0010,BAN,Second Urban Primary Health Care,,,,,,,Sida,5.00,0.00,,
2005,2172/0008/0009/0010,BAN,Second Urban Primary Health Care,,,,,,,UNFPA,2.00,0.00,,
2005,9074,INO,Seismically Upgraded Housing in Nanggroe Aceh Darussalam and North Sumatera,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,06-Sep-2005
2005,9080,BAN,Social Development for Erosion-Affected Poor in the Jamuna-Meghna Floodplains,,0.00,0.00,0.00,0.00,0.00,JFPR,0.79,0.00,0.79,05-Dec-2005
2005,2200/0036/3302/0441,BAN,Southwest Area Integrated Water Resources Planning and Management,,0.00,20.00,0.00,0.00,20.00,Netherlands,12.50,0.00,12.50,23-Nov-2005
2005,9082,INO,Support for the Local Government Performance Measurement System,,0.00,0.00,0.00,0.00,0.00,JFICT,0.73,0.00,0.73,22-Dec-2005
2005,2194,VIE,Support to Implementation on Poverty Reduction Program II,,0.00,15.00,0.00,0.00,15.00,CIDA,5.00,0.00,198.30,03-Nov-2005
2005,2194,VIE,Support to Implementation on Poverty Reduction Program II,,,,,,,Danida,10.80,0.00,,
2005,2194,VIE,Support to Implementation on Poverty Reduction Program II,,,,,,,DFID,35.90,0.00,,
2005,2194,VIE,Support to Implementation on Poverty Reduction Program II,,,,,,,EC,9.80,0.00,,
2005,2194,VIE,Support to Implementation on Poverty Reduction Program II,,,,,,,IDA,0.00,100.00,,
2005,2194,VIE,Support to Implementation on Poverty Reduction Program II,,,,,,,Ireland,1.80,0.00,,
2005,2194,VIE,Support to Implementation on Poverty Reduction Program II,,,,,,,JBIC (ODA),0.00,22.80,,
2005,2194,VIE,Support to Implementation on Poverty Reduction Program II,,,,,,,Netherlands,9.80,0.00,,
2005,2194,VIE,Support to Implementation on Poverty Reduction Program II,,,,,,,Spain,2.40,0.00,,
2005,9062,LAO,Sustainable Agroforestry Systems for Livelihood Enhancement of the Rural Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,1.50,0.00,1.50,04-Jan-2005
2005,9072,INO,Sustainable Livelihood Development for Coastal Communities in the Special Province of Nanggroe Aceh Darussalam,,0.00,0.00,0.00,0.00,0.00,JFPR,2.50,0.00,2.50,06-Sep-2005
2005,2214/7224,INO,Tangguh Liquefied Natural Gas,,350.00,0.00,0.00,0.00,350.00,JBIC (non-ODA),0.00,"1,000.00","1,000.00",08-Dec-2005
2005,0034/0035,CAM,Tonle Sap Sustainable Livelihoods,,0.00,0.00,15.00,0.00,15.00,Finland,4.74,0.00,4.74,21-Dec-2005
2005,2167/0006/0011/0045/8221,SRI,Tsunami-Affected Areas Rebuilding Project,ATF,0.00,0.00,0.00,150.00,150.00,AFD,0.00,48.00,101.20,14-Apr-2005
2005,2167/0006/0011/0045/8221,SRI,Tsunami-Affected Areas Rebuilding Project,,,,,,,EC,53.20,0.00,,
2005,9081,CAM,Women's Development Centers,,0.00,0.00,0.00,0.00,0.00,JFPR,1.80,0.00,1.80,21-Dec-2005
2006,9091,UZB,Basic Education for Children with Special Needs,,0.00,0.00,0.00,0.00,0.00,JFPR,1.50,0.00,1.50,17-Mar-2006
2006,9095,LAO,Catalyzing Microfinance for the Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,1.98,0.00,1.98,17-Aug-2006
2006,9089,TAJ,Community-Based Rural Power Supply,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,15-Mar-2006
2006,2043/2044/0062,SRI,Conflict Affected Areas Rehabilitation,,0.00,0.00,0.00,0.00,0.00,Norway,8.60,0.00,8.60,09-Oct-2006
2006,2307/0070,MON,Customs Modernization,,0.00,5.00,0.00,0.00,5.00,e-Asia and Knowledge Partnership Fund,0.50,0.00,0.50,20-Dec-2006
2006,1863/0047,INO,Decentralized Basic Education,,0.00,100.00,0.00,0.00,100.00,Netherlands,28.00,0.00,28.00,14-Mar-2006
2006,9088,PHI,Developing Financial Cooperatives,,0.00,0.00,0.00,0.00,0.00,JFPR,0.90,0.00,0.90,14-Mar-2006
2006,9099,VIE,Expansion of Learning Opportunities for Ethnic Minority Youth,,0.00,0.00,0.00,0.00,0.00,JFPR,1.50,0.00,1.50,29-Nov-2006
2006,2269/0060,VIE,Forests for Livelihood Improvement in the Central Highlands Sector,,0.00,45.00,0.00,0.00,45.00,Trust Fund for Forests,8.00,0.00,8.00,26-Oct-2006
2006,2302/8227,VIE,GMS Kunming-Hai Phong Transport Corridor: Yen Vien-Lao Cai Railway Upgrading,,0.00,60.00,0.00,0.00,60.00,AFD,0.00,40.00,77.50,19-Dec-2006
2006,2302/8227,VIE,GMS Kunming-Hai Phong Transport Corridor: Yen Vien-Lao Cai Railway Upgrading,,,,,,,Treasury and Economic Policy General Directorate of the French Ministry of Finance,0.00,37.50,,
2006,2288/2602/0187,CAM,Greater Mekong Subregion: Rehabilitation of the Railway in Cambodia,,0.00,42.00,0.00,0.00,42.00,MAL,2.80,0.00,15.80,13-Dec-2006
2006,2288/2602/0187,CAM,Greater Mekong Subregion: Rehabilitation of the Railway in Cambodia,,,,,,,OFID,0.00,13.00,,
2006,0042,PNG,HIV/AIDS Prevention and Control in Rural Development Enclaves,,0.00,0.00,15.00,0.00,15.00,Australia,3.50,0.00,7.00,25-Apr-2006
2006,0042,PNG,HIV/AIDS Prevention and Control in Rural Development Enclaves,,,,,,,NZAID,3.50,0.00,,
2006,9092,PAK,Immediate Support to Poor and Vulnerable Households in Inaccessible Areas Devastated by the 2005 Earthquake,,0.00,0.00,0.00,0.00,0.00,JFPR,5.00,0.00,5.00,27-Mar-2006
2006,9101,NEP,Improving the Livelihoods of Poor Farmers and Disadvantaged Groups in the Eastern Development Region,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,13-Dec-2006
2006,9098,VIE,Improving Vitamin A Nutrition and Deworming for Poor and Vulnerable Children,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,17-Nov-2006
2006,2264/0064,INO,Infrastructure Reform Sector Development Program (Project Loan),,0.00,26.50,0.00,0.00,26.50,Netherlands,7.56,0.00,7.56,21-Nov-2006
2006,9090,PAK,"Iron and Folic Acid Fortification in Small-Scale Milling to Improve the Lives of the Poor, Especially Women and Children",,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,17-Mar-2006
2006,9085,MON,Nonformal Skills Training for Unemployed Youth and Adults,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,20-Feb-2006
2006,2259/0056,LAO,Northern Region Sustainable Livelihoods through Livestock Development,,0.00,9.30,0.70,0.00,10.00,IFAD,0.00,3.00,6.50,29-Sep-2006
2006,2259/0056,LAO,Northern Region Sustainable Livelihoods through Livestock Development,,,,,,,SDC,3.50,0.00,,
2006,9097/2257/0054,AFG,North-South Corridor,,0.00,78.20,40.00,0.00,118.20,JFPR,20.00,0.00,20.00,26-Sep-2006
2006,9083,VIE,Nutritious Food for 6-24 Month Old Children Vulnerable to Malnutrition in Poor Areas,,0.00,0.00,0.00,0.00,0.00,JFPR,1.99,0.00,1.99,17-Jan-2006
2006,1823/G0043/G0044,SOL,Post-Conflict Emergency Rehabilitation (Supplementary),,0.00,11.56,0.00,0.00,11.56,Australia,2.00,0.00,8.50,08-Feb-2006
2006,1823/G0043/G0044,SOL,Post-Conflict Emergency Rehabilitation (Supplementary),,,,,,,NZAID,6.50,0.00,,
2006,2282,PHI,Power Sector Development Program,,450.00,0.00,0.00,0.00,450.00,JBIC (non-ODA),0.00,300.00,300.00,08-Dec-2006
2006,2303/8230,TAJ,Regional Power Transmission Interconnection,,0.00,56.50,0.00,0.00,56.50,IsDB,0.00,10.00,18.50,19-Dec-2006
2006,2303/8230,TAJ,Regional Power Transmission Interconnection,,,,,,,OFID,0.00,8.50,,
2006,2304,AFG,Regional Power Transmission Interconnection (Afghanistan and Tajikistan),,0.00,35.00,0.00,0.00,35.00,IsDB,0.00,16.50,16.50,19-Dec-2006
2006,9094,IND,Restoration and Diversification of Livelihoods for Tsunami-Affected Poor and Marginalized People in the States of Tamil Nadu and Kerala,,0.00,0.00,0.00,0.00,0.00,JFPR,5.00,0.00,5.00,21-Jun-2006
2006,0051/8231,NEP,Road Connectivity Sector I,,0.00,0.00,55.20,0.00,55.20,OFID,0.00,10.00,10.00,10-Aug-2006
2006,0049/50,SOL,Road Improvement (Sector),,0.00,0.00,0.35,0.00,0.35,Australia,6.10,0.00,15.85,08-Aug-2006
2006,0049/50,SOL,Road Improvement (Sector),,,,,,,NZAID,9.75,0.00,,
2006,9100,AFG,Rural Business Support,,0.00,0.00,0.00,0.00,0.00,JFPR,18.00,0.00,18.00,12-Dec-2006
2006,2281,IND,Rural Cooperative Credit Restructuring and Development Program,,"1,000.00",0.00,0.00,0.00,"1,000.00",KfW,0.00,151.80,151.80,23-Nov-2006
2006,9093,BHU,Rural Electricians Training Program,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,25-May-2006
2006,2261,CAM,Second Power Transmission and Distribution,,0.00,20.00,0.00,0.00,20.00,JBIC (ODA),0.00,22.30,22.30,04-Oct-2006
2006,2254/0053,BAN,Second Rural Infrastructure Improvement,,0.00,96.10,0.00,0.00,96.10,DFID,60.90,0.00,86.10,18-Aug-2006
2006,2254/0053,BAN,Second Rural Infrastructure Improvement,,,,,,,GTZ,3.60,0.00,,
2006,2254/0053,BAN,Second Rural Infrastructure Improvement,,,,,,,KfW,21.60,0.00,,
2006,2265/8225,BAN,Secondary Towns Water Supply and Sanitation Sector,,0.00,0.00,0.00,0.00,0.00,OFID,0.00,9.00,9.00,16-Oct-2006
2006,2284,VIE,Small and Medium Enterprise Development Program - Subprogram II,,0.00,20.00,0.00,0.00,20.00,AFD,0.00,16.40,23.97,12-Dec-2006
2006,2284,VIE,Small and Medium Enterprise Development Program - Subprogram II,,,,,,,KfW,0.00,7.57,,
2006,9102,PHI,Southern Leyte Landslide,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,15-Dec-2006
2006,2262,VIE,Support the Implementation of Poverty Reduction Program III,,0.00,15.00,0.00,0.00,15.00,Agencia Espanola de Cooperacion Internacional,3.80,0.00,185.20,05-Oct-2006
2006,2262,VIE,Support the Implementation of Poverty Reduction Program III,,,,,,,Australia,7.40,0.00,,
2006,2262,VIE,Support the Implementation of Poverty Reduction Program III,,,,,,,CIDA,3.60,0.00,,
2006,2262,VIE,Support the Implementation of Poverty Reduction Program III,,,,,,,Danida,10.40,0.00,,
2006,2262,VIE,Support the Implementation of Poverty Reduction Program III,,,,,,,DFID,37.00,0.00,,
2006,2262,VIE,Support the Implementation of Poverty Reduction Program III,,,,,,,EC,11.60,0.00,,
2006,2262,VIE,Support the Implementation of Poverty Reduction Program III,,,,,,,IDA,0.00,100.00,,
2006,2262,VIE,Support the Implementation of Poverty Reduction Program III,,,,,,,Ireland,3.80,0.00,,
2006,2262,VIE,Support the Implementation of Poverty Reduction Program III,,,,,,,KfW,0.00,7.60,,
2006,9087,PHI,Supporting Information Sharing and Exchange among Civil Servants,,0.00,0.00,0.00,0.00,0.00,JFICT,0.50,0.00,0.50,14-Mar-2006
2006,2167/0006/0011/0045/8221,SRI,Tsunami-Affected Areas Rebuilding Project (Supplementary),,0.00,0.00,0.00,0.00,0.00,Netherlands,8.74,0.00,8.74,26-Jun-2006
2006,9096,LAO,Upgrading of ICT and MIS at the Agriculture Promotion Bank,,0.00,0.00,0.00,0.00,0.00,JFICT,0.47,0.00,0.47,17-Aug-2006
2006,2301,MON,Urban Development Sector,,0.00,28.20,0.00,0.00,28.20,German Development Service,1.20,0.00,1.44,19-Dec-2006
2006,2301,MON,Urban Development Sector,,,,,,,GTZ,0.24,0.00,,
2006,2227/0033/0052,AFG,Western Basin Water Resources Management,,0.00,47.30,14.50,0.00,61.80,CIDA,8.35,0.00,8.35,25-Aug-2006
2007,9115,MON,Access to Health Services for Disadvantaged Groups in Ulaanbaatar,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,19-Dec-2007
2007,9114,CAM,Building Community Capacity for Poverty Reduction Initiatives,,0.00,0.00,0.00,0.00,0.00,JFPR,1.50,0.00,1.50,19-Dec-2007
2007,9109,MON,Community-Based Heating Supply in Rural Remote Areas,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,29-Jun-2007
2007,9106,MON,Community-Driven Development for Urban Poor in Ger Areas,,0.00,0.00,0.00,0.00,0.00,JFPR,1.50,0.00,1.50,02-Mar-2007
2007,2196/0023,TAJ,Dushanbe-Kyrgyz Border Road Rehabilitation Phase II,,0.00,29.50,0.50,0.00,30.00,OFID,0.00,3.50,3.50,04-Dec-2007
2007,0078,SOL,Emergency Assistance,,0.00,0.00,4.95,0.00,4.95,EC,4.00,0.00,4.00,27-Jun-2007
2007,9107,LAO,Enhancing Capacity of Local Government Agencies and Lao Women's Union for Sustainable Poverty Reduction in Northern Lao PDR,,0.00,0.00,0.00,0.00,0.00,JFPR,0.53,0.00,0.53,11-May-2007
2007,2372/0095/2988/0337,VIE,Greater Mekong Subregion: Southern Coastal Corridor (Cambodia and Viet Nam),,0.00,75.00,0.00,0.00,75.00,Australia,25.50,0.00,75.50,28-Nov-2007
2007,2372/0095/2988/0337,VIE,Greater Mekong Subregion: Southern Coastal Corridor (Cambodia and Viet Nam),,,,,,,KEXIM,0.00,50.00,,
2007,2373/0096,CAM,Greater Mekong Subregion: Southern Coastal Corridor (Cambodia and Viet Nam),,0.00,7.00,0.00,0.00,7.00,Australia,8.00,0.00,8.00,28-Nov-2007
2007,9108,KGZ,Improving Access to Quality Basic Education for Children with Special Needs,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,28-May-2007
2007,9104,KGZ,Improving Livelihoods of Rural Women through Development of Handicrafts Industry,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,17-Jan-2007
2007,2311/0071,PHI,Integrated Coastal Resources Management,,33.80,0.00,0.00,0.00,33.80,GEF,9.00,0.00,9.00,23-Jan-2007
2007,2357/0103/8236,VIE,Integrated Rural Development Sector Project in the Central Provinces,,0.00,90.00,0.00,0.00,90.00,AFD,1.30,52.00,53.30,15-Oct-2007
2007,2398-2399/0102,PNG,Lae Port Development,,60.00,40.00,0.00,0.00,100.00,HIV/AIDS Cooperation Fund,0.75,0.00,6.75,18-Dec-2007
2007,2398-2399/0102,PNG,Lae Port Development,,,,,,,OFID,0.00,6.00,,
2007,9113,PNG,Lae Port Livelihood and Social Improvement,,0.00,0.00,0.00,0.00,0.00,JFPR,1.50,0.00,1.50,18-Dec-2007
2007,9105,PAK,Microfinance for the Poorest,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,30-Jan-2007
2007,2168/7/13/75/0193,SRI,North East Community Restoration and Development II (Supplementary),,0.00,0.00,0.00,0.00,0.00,Finland,0.50,0.00,1.50,05-Feb-2007
2007,2168/7/13/75/0193,SRI,North East Community Restoration and Development II (Supplementary),,,,,,,Norway,1.00,0.00,,
2007,0082/8241,LAO,Northern GMS Transport Network Improvement,,0.00,0.00,27.00,0.00,27.00,Australia,14.50,0.00,47.90,27-Sep-2007
2007,0082/8241,LAO,Northern GMS Transport Network Improvement,,,,,,,KEXIM,0.00,22.40,,
2007,0082/8241,LAO,Northern GMS Transport Network Improvement,,,,,,,OFID,0.00,11.00,,
2007,2368/0087/0101/8232,SAM,Power Sector Expansion,,0.00,26.61,15.39,0.00,42.00,Australia,8.00,0.00,46.00,21-Nov-2007
2007,2368/0087/0101/8232,SAM,Power Sector Expansion,,,,,,,JICA (ACFA),0.00,38.00,,
2007,9024/0076,AFG,Road Employment Project for Settlement and Integration of Returning Refugees and Displaced Persons (Supplementary),,0.00,0.00,0.00,0.00,0.00,CIDA,12.80,0.00,12.80,28-Mar-2007
2007,0093/8234,NEP,Rural Reconstruction and Rehabilitation Sector Development Program,,0.00,0.00,50.00,0.00,50.00,OFID,0.00,10.00,11.50,12-Dec-2007
2007,0093/8234,NEP,Rural Reconstruction and Rehabilitation Sector Development Program,,,,,,,SDC,1.50,0.00,,
2007,9103,BHU,Rural Skills Development,,0.00,0.00,0.00,0.00,0.00,JFPR,1.99,0.00,1.99,15-Jan-2007
2007,9110,NEP,Strengthening Decentralized Support for Vulnerable and Conflict-Affected Families and Children,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,10-Oct-2007
2007,2352,VIE,Support the Implementation of Poverty Reduction Program IV,,0.00,15.00,0.00,0.00,15.00,Agencia Espanola de Cooperacion Internacional,7.00,0.00,309.00,02-Oct-2007
2007,2352,VIE,Support the Implementation of Poverty Reduction Program IV,,,,,,,Australia,8.00,0.00,,
2007,2352,VIE,Support the Implementation of Poverty Reduction Program IV,,,,,,,CIDA,7.00,0.00,,
2007,2352,VIE,Support the Implementation of Poverty Reduction Program IV,,,,,,,Danida,11.00,0.00,,
2007,2352,VIE,Support the Implementation of Poverty Reduction Program IV,,,,,,,DFID,40.00,0.00,,
2007,2352,VIE,Support the Implementation of Poverty Reduction Program IV,,,,,,,EC,27.00,0.00,,
2007,2352,VIE,Support the Implementation of Poverty Reduction Program IV,,,,,,,Germany,0.00,8.00,,
2007,2352,VIE,Support the Implementation of Poverty Reduction Program IV,,,,,,,IDA,0.00,175.00,,
2007,2352,VIE,Support the Implementation of Poverty Reduction Program IV,,,,,,,Ireland,10.00,0.00,,
2007,2352,VIE,Support the Implementation of Poverty Reduction Program IV,,,,,,,Netherlands,16.00,0.00,,
2007,9111,TAJ,Sustainable Access for Isolated Rural Communities,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,23-Oct-2007
2007,9112,VIE,Thanh Hoa Province Small Scale Infrastructure Investments and Services in Urban and Peri-Urban Areas,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,27-Nov-2007
2007,2167/0006/0011/0045/8221,SRI,Tsunami-Affected Areas Rebuilding Project (Supplementary),,0.00,7.00,0.00,0.00,7.00,EC,16.00,0.00,16.00,19-Jun-2007
2008,2465,PHI,Agrarian Reform Communities Project II,,70.00,0.00,0.00,0.00,70.00,OFID,0.00,30.00,30.00,27-Oct-2008
2008,9117,LAO,Alternative Livelihood for Upland Ethnic Groups in Houaphanh Province,,0.00,0.00,0.00,0.00,0.00,JFPR,1.82,0.00,1.82,13-Feb-2008
2008,0109,PRC,Capacity Building for Energy Efficiency Implementation,,35.00,0.00,0.00,0.00,35.00,CEF-CEFPF,0.80,0.00,0.80,04-Jun-2008
2008,9126,TAJ,Community Participatory Flood Management,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,08-Sep-2008
2008,9119,VIE,Community-Based Early Childhood Care and Development,,0.00,0.00,0.00,0.00,0.00,JFPR,1.90,0.00,1.90,19-Feb-2008
2008,9121,MON,Community-Based Local Road Upgrading and Maintenance in the Western Region of Mongolia,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,10-Jul-2008
2008,9123,VIE,Demand-Driven Skills Training for Poverty Reduction in the Cuu Long (Mekong) River Delta,,0.00,0.00,0.00,0.00,0.00,JFPR,1.30,0.00,1.30,18-Jul-2008
2008,9118,PHI,Developing Microinsurance Project,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,15-Feb-2008
2008,9128/0134,AFG,Development of Mini Hydropower Plants in Badakshan and Bamyan Provinces,,0.00,0.00,164.00,0.00,164.00,JFPR,12.00,0.00,12.00,28-Nov-2008
2008,0127/0292/0293,SOL,Domestic Maritime Support (Sector),,0.00,0.00,14.00,0.00,14.00,EC,4.65,0.00,4.65,25-Nov-2008
2008,2477/0129-0130,SRI,Dry Zone Urban Water and Sanitation,,0.00,59.78,23.22,0.00,83.00,Netherlands Trust Fund for the Water Financing Partnership Facility,2.00,0.00,2.00,28-Nov-2008
2008,2474/0128,PRC,Dryland Sustainable Agriculture,,83.00,0.00,0.00,0.00,83.00,Spanish Cooperation Fund for Technical Assistance,0.35,0.00,0.35,25-Nov-2008
2008,2409/0110/0146/8233/8239,BAN,Emergency Disaster Damage Rehabilitation (Sector),,0.00,120.00,0.00,0.00,120.00,CIDA,10.00,0.00,90.00,31-Jan-2008
2008,2409/0110/0146/8233/8239,BAN,Emergency Disaster Damage Rehabilitation (Sector),,,,,,,JICA (ACFA),0.00,60.00,,
2008,2409/0110/0146/8233/8239,BAN,Emergency Disaster Damage Rehabilitation (Sector),,,,,,,OFID,0.00,20.00,,
2008,9127,MON,Energy Conservation and Emissions Reduction from Poor Households,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,23-Sep-2008
2008,2488,INO,Fourth Development Policy Support Program,,200.00,0.00,0.00,0.00,200.00,JICA,0.00,100.00,850.00,16-Dec-2008
2008,2488,INO,Fourth Development Policy Support Program,,,,,,,World Bank,0.00,750.00,,
2008,0118/0206,NEP,Governance Support Program Cluster (Subprogram 1),,0.00,0.00,106.30,0.00,106.30,Denmark,12.00,0.00,82.50,22-Oct-2008
2008,0118/0206,NEP,Governance Support Program Cluster (Subprogram 1),,,,,,,DFID,30.00,0.00,,
2008,0118/0206,NEP,Governance Support Program Cluster (Subprogram 1),,,,,,,Norway,6.60,0.00,,
2008,0118/0206,NEP,Governance Support Program Cluster (Subprogram 1),,,,,,,SDC,3.40,0.00,,
2008,0118/0206,NEP,Governance Support Program Cluster (Subprogram 1),,,,,,,UNCDF,2.25,0.00,,
2008,0118/0206,NEP,Governance Support Program Cluster (Subprogram 1),,,,,,,UNDP,4.70,0.00,,
2008,0118/0206,NEP,Governance Support Program Cluster (Subprogram 1),,,,,,,UNFPA,9.15,0.00,,
2008,0118/0206,NEP,Governance Support Program Cluster (Subprogram 1),,,,,,,UNICEF,13.90,0.00,,
2008,0118/0206,NEP,Governance Support Program Cluster (Subprogram 1),,,,,,,United Nations Volunteers,0.50,0.00,,
2008,2463-2464/0119/0141,BHU,Green Power Development,,51.00,29.00,25.28,0.00,105.28,ACEF,1.00,0.00,1.00,29-Oct-2008
2008,1940/G3994,CAM,Health Sector Support (Supplementary),,0.00,0.00,0.00,0.00,0.00,DFID,1.80,0.00,1.80,31-Mar-2008
2008,2451,VIE,Ho Chi Minh City-Loan Thanh-Dau Giay Expressway Construction,,410.20,0.00,0.00,0.00,410.20,JICA,0.00,517.60,517.60,30-Sep-2008
2008,9116,SRI,Improvement of Rural Access Roads and Livelihood Development for the Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,21-Jan-2008
2008,2475,INO,Infrastructure Reform Sector Development Program - Subprogram 2,,280.00,0.00,0.00,0.00,280.00,JICA,0.00,100.00,300.00,27-Nov-2008
2008,2475,INO,Infrastructure Reform Sector Development Program - Subprogram 2,,,,,,,World Bank,0.00,200.00,,
2008,2245-2246/0080,UZB,Land Improvement,,32.60,27.60,0.00,0.00,60.20,GEF,3.00,0.00,3.00,09-Jan-2008
2008,9120,VIE,Livelihood Improvement of Vulnerable Ethnic Minority Communities Affected by the Song Bung 4 Hydropower Project in Quang Nam Province,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,26-Jun-2008
2008,2405/7273,PHI,Masinloc Power Partners Company Limited,,200.00,0.00,0.00,0.00,200.00,IFC 'A',0.00,250.00,250.00,15-Jan-2008
2008,2419/7276,IND,Mundra Ultra Mega Power,,450.00,0.00,0.00,0.00,450.00,IFC 'A',0.00,450.00,950.00,17-Apr-2008
2008,2419/7276,IND,Mundra Ultra Mega Power,,,,,,,KEXIM,0.00,500.00,,
2008,2436/0113,PRC,Ningxia Integrated Ecosystem and Agricultural Development,,100.00,0.00,0.00,0.00,100.00,GEF,4.55,0.00,4.55,29-Aug-2008
2008,2444,IND,Orissa Integrated Irrigated Agriculture and Water Management Investment Program - Tranche 1,,16.50,0.00,0.00,0.00,16.50,OFID,0.00,30.00,30.00,18-Sep-2008
2008,1881/3899(L),BAN,Post-Literacy and Continuing Education (Supplementary),,0.00,0.00,0.00,0.00,0.00,SDC,2.50,0.00,2.50,01-Jul-2008
