Anchor Product,Donor,Unknown,Approval Year (Date of Approval ADB),Approval Year (ADB),Product Approval Number,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Total CF,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,Status Cofinancing,Sov-NonSov,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
0167,Asian Development Bank,U.K.,2009,2009.0,,0167/0170,42091,,,AFG,Water Resources Development Investment Program - Tranche 1,CWRD,CWER,10/06/2009,0.0,0.0,86.6,,86.6,,,,,,,,,,ADF Grant,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,"changed to ADF Grant to follow COSO doc, related to MFF 0033","DR 2012. line in CWRD section, pp 8."
0167,DFID,U.K.,2009,2009.0,170,0167/0170,42091,,,AFG,Water Resources Development Investment Program - Tranche 1,CWRD,CWER,10/06/2009,,,,,0.0,3.3,,,3.3,DVA,,Full Administration,Bilateral,Grant,ADF Grant,3000.0,Agriculture and Natural Resources,,,,,,,,10/06/2009,01/08/2010,,,,Sovereign,,,,,"DR 2012. line in CWRD section, pp 8."
0168-169,Asian Development Bank,Belgium,1973,1973.0,,0168-169,,,,PAK,Mangla Hydropower,CWRD,,12/17/1973,12.8,3.9,0.0,,16.7,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
0168-169,Belgium,Belgium,1973,1973.0,,0168-169,,,,PAK,Mangla Hydropower,CWRD,,12/17/1973,,,,,0.0,,7.6,,7.6,Non-DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,12/17/1973,,,,,Sovereign,,,,,
0171-0172,ADNOC,UAE,1973,1973.0,171,0171-0172,40641,,,PAK,Multan Fertilizer,CWRD,,12/19/1973,,,,,0.0,,31.32,,31.32,Non-DVA,,,Bilateral,Loan,ADF,3500.0,Industry and Trade,,,,,,,,12/19/1973,,,,,Sovereign,,,,Abu Dhabi National Oil Company,
0171-0172,Asian Development Bank,"World Bank,UAE,OFID",1973,1973.0,171,0171-0172,,,,PAK,Multan Fertilizer,CWRD,,12/19/1973,0.0,27.0,0.0,,27.0,,,,,,,,,,ADF,3500.0,Industry and Trade,,,,,,,,,,,,,,,,, LISTED IN LOANS FROM ORDINARY CAPITAL RESOURCES AS WELL AS FROM THE ASIAN DEVELOPMENT FUND.  OCR = 19.25 ADF = 7.75; no project number,
0171-0172,Asian Development Bank,"World Bank,UAE,OFID",1973,1973.0,171,0171-0172,,,,PAK,Multan Fertilizer,CWRD,,12/19/1973,0.0,27.0,0.0,,27.0,,,,,,,,,,ADF,3500.0,Industry and Trade,,,,,,,,,,,,,,,,, LISTED IN LOANS FROM ORDINARY CAPITAL RESOURCES AS WELL AS FROM THE ASIAN DEVELOPMENT FUND.  OCR = 19.25 ADF = 7.75; no project number,
0171-0172,Asian Development Bank,"World Bank,UAE,OFID",1973,1973.0,171,0171-0172,,,,PAK,Multan Fertilizer,CWRD,,12/19/1973,0.0,27.0,0.0,,27.0,,,,,,,,,,ADF,3500.0,Industry and Trade,,,,,,,,,,,,,,,,, LISTED IN LOANS FROM ORDINARY CAPITAL RESOURCES AS WELL AS FROM THE ASIAN DEVELOPMENT FUND.  OCR = 19.25 ADF = 7.75; no project number,
0171-0172,IBRD,World Bank,1973,1973.0,171,0171-0172,40641,,,PAK,Multan Fertilizer,CWRD,,12/19/1973,,,,,0.0,,35.0,,35.0,Non-DVA,,,Multilateral,Loan,ADF,3500.0,Industry and Trade,,,,,,,,12/19/1973,,,,,Sovereign,,,,,
0171-0172,OFID,OFID,1973,1973.0,171,0171-0172,,,,PAK,Multan Fertilizer,CWRD,,12/19/1973,,,,,0.0,,11.0,,11.0,DVA,,Partial Administration,Multilateral,Loan,ADF,3500.0,Industry and Trade,,,,,,,,12/19/1973,07/24/1974,,09/29/1978,,Sovereign,,,,,
0175,AUS-PRIF,Australia,2009,2009.0,177,0175/0176/0177/0207/0210,43381,,,SOL,Second Road Improvement (Sector),PARD,,11/12/2009,,,,,0.0,4.5,,,4.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,ADF Grant,3700.0,Transport and ICT,,,,,,,,11/12/2009,03/10/2010,,,,Sovereign,,,,,
0175,AUS-PRIF,Australia,2011,2011.0,177,0175/0176/0177/0207/0210,43381,,,SOL,Second Road Improvement (Sector) (2nd Supplementary),PARD,,06/08/2011,,,,,0.0,4.04,,,4.04,DVA,CFA/TF,Full Administration,Bilateral,Grant,ADF Grant,3700.0,Transport and ICT,,Road Transport,,,,,,06/08/2011,03/10/2010,,,,Sovereign,,,,AUS-PRIF,
0175,Asian Development Bank,"Australia,EC",2009,2009.0,,0175/0176/0177/0207/0210,43381,,,SOL,Second Road Improvement (Sector),PARD,,11/12/2009,0.0,0.0,15.0,,15.0,,,,,,,,,,ADF Grant,3700.0,Transport and ICT,,,,,,,,,,,,,,,,,,"DR 2010. para on transport sector, pp 14. DR 2012. box in PARD section, pp 16."
0175,Asian Development Bank,Australia,2011,2011.0,,0175/0176/0177/0207/0210,43381,,,SOL,Second Road Improvement (Sector) (2nd Supplementary),PARD,,06/08/2011,,,,,0.0,,,,,,,,,,ADF Grant,3700.0,Transport and ICT,3701,Road Transport (Non-Urban),,,Sustainable Economic Growth,,,,,,,,,,,,Related to Grant 0175-0177 in 2009,
0175,Asian Development Bank,Australia,2012,2012.0,210,0175/0176/0177/0207/0210,43381-054,,,SOL,Second Road Improvement (Sector) (3rd Supplementary),PARD,PAOD,03/15/2012,,,,,0.0,,,,,,,,,,,3700.0,Transport and ICT,,,,,,,,,,,,,,,,,,
0175,Asian Development Bank,"Australia,EC",2010,2010.0,,0175/0176/0177/0207/0210,43381,,,SOL,Second Road Improvement (Sector) (Supplementary),PARD,,05/20/2010,0.0,0.0,0.0,,0.0,,,,,,,,,,ADF Grant,3700.0,Transport and ICT,,,,,,,,,,,,,,,,,,
0175,Asian Development Bank,"Australia,EC",2009,2009.0,,0175/0176/0177/0207/0210,43381,,,SOL,Second Road Improvement (Sector),PARD,,11/12/2009,0.0,0.0,15.0,,15.0,,,,,,,,,,ADF Grant,3700.0,Transport and ICT,,,,,,,,,,,,,,,,,,"DR 2010. para on transport sector, pp 14. DR 2012. box in PARD section, pp 16."
0175,Asian Development Bank,"Australia,EC",2010,2010.0,,0175/0176/0177/0207/0210,43381,,,SOL,Second Road Improvement (Sector) (Supplementary),PARD,,05/20/2010,0.0,0.0,0.0,,0.0,,,,,,,,,,ADF Grant,3700.0,Transport and ICT,,,,,,,,,,,,,,,,,,
0175,Australia,Australia,2012,2012.0,210,0175/0176/0177/0207/0210,43381,,,SOL,Second Road Improvement (Sector) (3rd Supplementary),PARD,PAOD,03/15/2012,,,,,0.0,2.14,,,2.14,DVA,PS,Full Administration,Bilateral,Grant,,3700.0,Transport and ICT,,,,,,Yes,,03/15/2012,,,,,Sovereign,,,,,
0175,Australia,Australia,2010,2010.0,210,0175/0176/0177/0207/0210,43381,,,SOL,Second Road Improvement (Sector) (Supplementary),PARD,,05/20/2010,,,,,0.0,0.28,,,0.28,DVA,,Full Administration,Bilateral,Grant,ADF Grant,3700.0,Transport and ICT,,,,,,,,05/20/2010,,,,,Sovereign,,,," A$300,000; THIS SUPPL GRANT IS FUNDED JOINTLY BY AUS AND NZ WITH DIFFERENT APPROVAL NUMBERS = NZL GRANT 0207 FOR $358,012 ",
0175,EC,EC,2009,2009.0,176,0175/0176/0177/0207/0210,43381,,,SOL,Second Road Improvement (Sector),PARD,,11/12/2009,,,,,0.0,3.34,,,3.34,DVA,,Full Administration,Multilateral,Grant,ADF Grant,3700.0,Transport and ICT,,,,,,,,11/12/2009,03/10/2010,,,,Sovereign,,,,,
0175,NZAID,New Zealand,2010,2010.0,207,0175/0176/0177/0207/0210,43381,,,SOL,Second Road Improvement (Sector) (Supplementary),PARD,,05/20/2010,,,,,0.0,0.36,,,0.36,DVA,,Full Administration,Bilateral,Grant,ADF Grant,3700.0,Transport and ICT,,,,,,,,05/20/2010,,,,,Sovereign,,,," NZ$500,000; THIS SUPPL GRANT IS RELATED TO SUPPL GRANT -0177 FINANCED BY AUS ",
0234,Asian Development Bank,OFID,2010,2010.0,,0234/8255,,,,LAO,Second Northern Greater Mekong Subregion Transport Network Improvement,SERD,,11/25/2010,0.0,0.0,20.0,,20.0,,,,,,,,,,ADF Grant,3700.0,Transport and ICT,,,,,,,,,,,,,,,,,,"DR 2010. para on RCI and on new proj, pp 27."
0234,OFID,OFID,2010,2010.0,8255,0234/8255,,,,LAO,Second Northern Greater Mekong Subregion Transport Network Improvement,SERD,,11/25/2010,,,,,0.0,,12.0,,12.0,DVA,PS,Partial Administration,Multilateral,Loan,ADF Grant,3700.0,Transport and ICT,,,01/26/2012,,,,,11/25/2010,04/14/1976,,06/30/1982,,Sovereign,,,,,"DR 2010. para on RCI and on new proj, pp 27."
0244,AITF,AITF,2012,2012.0,291,0244/0291,42095-033,MFF0025,,AFG,Road Network Development Investment Program - Tranche 2,CWRD,CWTC,05/29/2012,,,,,0.0,30.0,,,30.0,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3700.0,Transport and ICT,,Road Transport,,,,No,,05/29/2012,,,,,Sovereign,,,,"RRP Financial table mentions $30 million excluding admin charges of $600,000","DR 2012. line in CWRD section on New Joint Initiatives, pp 10; para for AITF pp49-50."
0244,Asian Development Bank,AITF,2012,2012.0,,0244/0291,42095-033,MFF0025,,AFG,Road Network Development Investment Program - Tranche 2,CWRD,CWTC,05/29/2012,,,310.0,,310.0,,,,,,,,,,,3700.0,Transport and ICT,3701,Road Transport,,,,,,,,,,,,,,,Supplementary to G0244 PFR2 from MFF0025 G0244 was approved for $340 m in 21 Dec 2010  amount was subsequently reduced by $30m in 29 May 2012 based on memo on change in financing sources from ADF Grant to AITF,"DR 2012. line in CWRD section on New Joint Initiatives, pp 10; para for AITF pp49-50."
0252-0253,Asian Development Bank,Saudi Arabia,1975,1975.0,,0252-0253,,,,PAK,Mirpur Mathelo Fertilizer,CWRD,,12/18/1975,0.0,50.0,0.0,,50.0,,,,,,,,,,ADF,3500.0,Industry and Trade,,,,,,,,,,,,,,,,, LISTED IN LOANS FROM ORDINARY CAPITAL RESOURCES AS WELL AS FROM THE ASIAN DEVELOPMENT FUND.  OCR = 38.00 ADF = 12.00,
0252-0253,Saudi Fund for Development,Saudi Arabia,1975,1975.0,,0252-0253,,,,PAK,Mirpur Mathelo Fertilizer,CWRD,,12/18/1975,,,,,0.0,,80.0,,80.0,Non-DVA,,,Bilateral,Loan,ADF,3500.0,Industry and Trade,,,,,,,,12/18/1975,,,,,Sovereign,,,,,
0261-0262,AITF,AITF,2011,2011.0,262,0261-0262,44482,,,AFG,Transport Network Development Investment Program - Tranche 1,CWRD,CWTC,10/12/2011,,,,,0.0,33.0,,,33.0,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,ADF Grant,3700.0,Transport and ICT,,,,,,,,10/12/2011,10/31/2011,,,,Sovereign,,,,Afghanistan Infrastructure Trust Fund,"DR 2011. para on AITF, pp 28. DR 2012. DR 2012. line in CWRD section, pp 8; para for AITF, pp49-50."
0261-0262,AITF,AITF,2015,2015.0,262,0261-0262,44482,,,AFG,Transport Network Development Investment Program - Tranche 1 (Supplementary),CWRD,CWTC,12/08/2015,,,,,0.0,1.0,,,1.0,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,ADF Grant,3700.0,Transport,,,,,,No,,12/08/2015,,,,Approved,Sovereign,,,,,"DR 2011. para on AITF, pp 28. DR 2012. DR 2012. line in CWRD section, pp 8; para for AITF, pp49-50."
0261-0262,Asian Development Bank,AITF,2011,2011.0,,0261-0262,44482,,,AFG,Transport Network Development Investment Program - Tranche 1,CWRD,CWTC,10/12/2011,,,188.0,,188.0,,,,,,,,,,ADF Grant,3700.0,Transport and ICT,,,,,,,,,,,,,,,,,08 December 2015 President Approval-change ADF grant form $189 million to $188 million for Grant 0261; add $1 million to Grant 0262 effected in 2015. ,"DR 2011. para on AITF, pp 28. DR 2012. DR 2012. line in CWRD section, pp 8; para for AITF, pp49-50."
0261-0262,Asian Development Bank,AITF,2015,2015.0,,0261-0262,44482,,,AFG,Transport Network Development Investment Program - Tranche 1 (Supplementary),CWRD,CWTC,12/08/2015,,,,,0.0,,,,,,,,,,ADF Grant,3700.0,Transport,,,,,,,,,,,,,,,,,08 December 2015 President Approval-change ADF grant form $189 million to $188 million for Grant 0261; add $1 million to Grant 0262 effected in 2015. ,"DR 2011. para on AITF, pp 28. DR 2012. DR 2012. line in CWRD section, pp 8; para for AITF, pp49-50."
0279-0280,Asian Development Bank,"Canada,Japan,U.K.",1976,1976.0,,0279-0280,,,,PAK,Port Qasim,CWRD,,11/18/1976,48.6,0.0,0.0,,48.6,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,," LISTED IN LOANS FROM ORDINARY CAPITAL RESOURCES AS WELL AS FROM THE ASIAN DEVELOPMENT FUND.  OCR = 37.80 ADF = 10.80 Commercial: BEL, FRA",
0279-0280,Asian Development Bank,"Canada,Japan,U.K.",1976,1976.0,,0279-0280,,,,PAK,Port Qasim,CWRD,,11/18/1976,48.6,0.0,0.0,,48.6,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,," LISTED IN LOANS FROM ORDINARY CAPITAL RESOURCES AS WELL AS FROM THE ASIAN DEVELOPMENT FUND.  OCR = 37.80 ADF = 10.80 Commercial: BEL, FRA",
0279-0280,Asian Development Bank,"Canada,Japan,U.K.",1976,1976.0,,0279-0280,,,,PAK,Port Qasim,CWRD,,11/18/1976,48.6,0.0,0.0,,48.6,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,," LISTED IN LOANS FROM ORDINARY CAPITAL RESOURCES AS WELL AS FROM THE ASIAN DEVELOPMENT FUND.  OCR = 37.80 ADF = 10.80 Commercial: BEL, FRA",
0279-0280,CIDA,Canada,1976,1976.0,,0279-0280,,,,PAK,Port Qasim,CWRD,,11/18/1976,,,,,0.0,,6.06,,6.06,Non-DVA,,,Bilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,11/18/1976,,,,,Sovereign,,,,,
0279-0280,DFID,U.K.,1976,1976.0,,0279-0280,,,,PAK,Port Qasim,CWRD,,11/18/1976,,,,,0.0,,21.84,,21.84,Non-DVA,,,Bilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,11/18/1976,,,,,Sovereign,,,,$21.842,
0279-0280,JICA,Japan,1976,1976.0,,0279-0280,,,,PAK,Port Qasim,CWRD,,11/18/1976,,,,,0.0,1.01,,,1.01,Non-DVA,,,Bilateral,Grant,OCR,3700.0,Transport and ICT,,,,,,,,11/18/1976,,,,,Sovereign,,,,,
0280,Asian Development Bank,"Denmark,U.K.",2011,2011.0,,0280/0281/0282,42094,,,AFG,Energy Sector Development Investment Program ﾖ Tranche 3,CWRD,CWEN,12/22/2011,,,43.0,,43.0,,,,,,,,,,,3200.0,Energy,3203,Renewable Energy,,,Sustainable Economic Growth,,,,,,,,,,,,Gereshk Electricity Services Improvement Project,
0280,Asian Development Bank,"Denmark,U.K.",2011,2011.0,,0280/0281/0282,42094,,,AFG,Energy Sector Development Investment Program ﾖ Tranche 3,CWRD,CWEN,12/22/2011,,,43.0,,43.0,,,,,,,,,,,3200.0,Energy,3203,Renewable Energy,,,Sustainable Economic Growth,,,,,,,,,,,,Gereshk Electricity Services Improvement Project,
0280,DFID,U.K.,2011,2011.0,281,0280/0281/0282,42094,,,AFG,Energy Sector Development Investment Program ﾖ Tranche 3,CWRD,CWEN,12/22/2011,,,,,0.0,20.0,,,20.0,DVA,PS,Full Administration,Bilateral,Grant,,3200.0,Energy,,Renewable Energy,,,,,,12/22/2011,03/20/2012,,,,Sovereign,,,,,
0280,Denmark,Denmark,2011,2011.0,282,0280/0281/0282,42094,,,AFG,Energy Sector Development Investment Program ﾖ Tranche 3,CWRD,CWEN,12/22/2011,,,,,0.0,12.4,,,12.4,DVA,,Full Administration,Bilateral,Grant,,3200.0,Energy,,Renewable Energy,,,,,,12/22/2011,03/20/2012,,,,Sovereign,,,,,
0301,Asian Development Bank,OFID,2012,2012.0,,0301/8259,45432-002,,,TAJ,Central Asia Regional Economic Cooperation Corridor 6 (Ayni-Uzbekistan Border Road) Improvement,CWRD,CWTC,09/11/2012,,,100.0,,100.0,,,,,,,,,,,3700.0,Transport and ICT,3701,Road Transport (Non-Urban),,,,,,,,,,,,,,,,"DR 2012. line in CWRD section on New Joint Initiatives, pp 10."
0301,OFID,OFID,2012,2012.0,8259,0301/8259,45432-002,,,TAJ,Central Asia Regional Economic Cooperation Corridor 6 (Ayni-Uzbekistan Border Road) Improvement,CWRD,CWTC,09/11/2012,,,,,0.0,,14.0,,14.0,DVA,FW,Partial Administration,Multilateral,Loan,,3700.0,Transport and ICT,,Road Transport,,,,No,,09/11/2012,,,,,Sovereign,,,,,"DR 2012. line in CWRD section on New Joint Initiatives, pp 10."
0303,Asian Development Bank,CEF-CEFPF,2012,2012.0,303,0303/2892/2893,43576-013,,,SRI,Clean Energy and Network Efficiency Improvement,SARD,SAEN,09/18/2012,100.0,30.0,,,130.0,,,,,,,,,,,3200.0,Energy,3211,Electricity Transmission and Distribution,,,Sustainable Economic Growth,,,,,,,,,,,,,
0303,CEF-CEFPF,CEF-CEFPF,2012,2012.0,303,0303/2892/2893,43576-013,,,SRI,Clean Energy and Network Efficiency Improvement,SARD,SAEN,09/18/2012,,,,,0.0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3200.0,Energy,,Electricity Transmission and Distribution,,,,No,,09/18/2012,,,,,Sovereign,,,,,
0305-0306,Asian Development Bank,U.K.,2012,2012.0,306,0305-0306/0368,36172-063,,,NEP,Strengthening Public Management Program,SARD,SAPF,09/26/2012,,,21.0,,21.0,,,,,,,,,,,3600.0,Public Sector Management,3604,Decentralization,,,Sustainable Economic Growth,,,,,,,,,,,,with grant component 0305 and piggy-backed TA8173; GR0368 from EU cancelled Feb 2014,"DR 2012. para in SARD section on New Joint Initiatives, pp 21."
0305-0306,DFID,U.K.,2012,2012.0,306,0305-0306/0368,36172-063,,,NEP,Strengthening Public Management Program,SARD,SAPF,09/26/2012,,,,,0.0,4.0,,,4.0,DVA,PS,Full Administration,Bilateral,Grant,,3600.0,Public Sector Management,,Decentralization,,,,No,,09/26/2012,,,,Under Administration,Sovereign,,,,,"DR 2012. para in SARD section on New Joint Initiatives, pp 21."
0324,Asian Development Bank,"Germany,IFAD",1977,1977.0,,0324/0612,15048,,,SRI,Kirindi Oya Irrigation and Settlement,SARD,,12/09/1977,0.0,24.0,0.0,,24.0,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,Sustainable Economic Growth,,,,,,,,,PS,,,,
0324,Asian Development Bank,"Germany,IFAD",1982,1982.0,,0324/0612,15048,,,SRI,Kirindi Oya Irrigation and Settlement (Supp.),SARD,,12/09/1982,0.0,10.0,0.0,,10.0,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
0324,Asian Development Bank,"Germany,IFAD",1977,1977.0,,0324/0612,15048,,,SRI,Kirindi Oya Irrigation and Settlement,SARD,,12/09/1977,0.0,24.0,0.0,,24.0,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,Sustainable Economic Growth,,,,,,,,,PS,,,,
0324,Asian Development Bank,"Germany,IFAD",1982,1982.0,,0324/0612,15048,,,SRI,Kirindi Oya Irrigation and Settlement (Supp.),SARD,,12/09/1982,0.0,10.0,0.0,,10.0,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
0324,Germany,Germany,1977,1977.0,,0324/0612,15048,,,SRI,Kirindi Oya Irrigation and Settlement,SARD,,12/09/1977,,,,,0.0,,13.3,,13.3,Non-DVA,,,Bilateral,Loan,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,12/09/1977,,,,,Sovereign,PS,,,,
0324,Germany,Germany,1982,1982.0,,0324/0612,15048,,,SRI,Kirindi Oya Irrigation and Settlement (Supp.),SARD,,12/09/1982,,,,,0.0,,7.6,,7.6,Non-DVA,,,Bilateral,Loan,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,12/09/1982,,,,,Sovereign,PS,,,,
0324,IFAD,IFAD,1977,1977.0,,0324/0612,15048,,,SRI,Kirindi Oya Irrigation and Settlement,SARD,,12/09/1977,,,,,0.0,,12.0,,12.0,DVA,,,Multilateral,Loan,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,12/09/1977,04/28/1978,,01/29/1987,,Sovereign,PS,,,From multisector to Agriculture,
0324,IFAD,IFAD,1982,1982.0,,0324/0612,15048,,,SRI,Kirindi Oya Irrigation and Settlement (Supp.),SARD,,12/09/1982,,,,,0.0,,6.0,,6.0,DVA,,Collaborative,Multilateral,Loan,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,12/09/1982,04/21/1983,,10/03/1989,,Sovereign,PS,,,,
0327-0328,AITF,AITF,2012,2012.0,328,0327-0328,44482-023,63,,AFG,Transport Network Development Investment Program - Tranche 2,CWRD,CWTC,12/10/2012,,,,,0.0,60.0,,,60.0,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3700.0,Transport and ICT,,Road Transport,,,,No,,12/10/2012,,,,,Sovereign,,,,,"DR 2012. line in CWRD section on New Joint Initiatives, pp 10.para for AITF pp49-50."
0327-0328,AITF,AITF,2013,2013.0,328,0327-0328,44482-023,63,,AFG,Transport Network Development Investment Program ﾗ Tranche 2 (Supplementary),CWRD,CWTC,06/20/2013,,,,,0.0,27.0,,,27.0,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3700.0,Transport and ICT,,Road Transport,,,,Yes,,06/20/2013,,,,,Sovereign,,,,,"DR 2012. line in CWRD section on New Joint Initiatives, pp 10.para for AITF pp49-50."
0327-0328,Asian Development Bank,AITF,2012,2012.0,328,0327-0328,44482-023,63,,AFG,Transport Network Development Investment Program - Tranche 2,CWRD,CWTC,12/10/2012,,,149.0,,149.0,,,,,,,,,,,3700.0,Transport and ICT,3701,Road Transport,,,Sustainable Economic Growth,,,,,,,,,,,,"PFR2 from MFF0063- $787M, ADF $754M & AITF $93M (PFR1 GR0261 $189M ADF & GR0262 $33M AITF) with AITF grant component GR0328","DR 2012. line in CWRD section on New Joint Initiatives, pp 10.para for AITF pp49-50."
0327-0328,Asian Development Bank,AITF,2013,2013.0,328,0327-0328,44482-023,63,,AFG,Transport Network Development Investment Program ﾗ Tranche 2 (Supplementary),CWRD,CWTC,06/20/2013,,,,,0.0,,,,,,,,,,,3700.0,Transport and ICT,3701,Road Transport,,,Sustainable Economic Growth,,,,,,,,,,,,"PFR2 from MFF0063- $787M, ADF $754M & AITF $93M (PFR1 GR0261 $189M ADF & GR0262 $33M AITF) with AITF grant component GR0328","DR 2012. line in CWRD section on New Joint Initiatives, pp 10.para for AITF pp49-50."
0332,Asian Development Bank,"Canada,OFID",1977,1977.0,,0332/8010,,,,PAK,Tarbela Hydropower (Supplementary & Extension),CWRD,SAEN,12/15/1977,38.0,0.0,0.0,,38.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,no project number,
0332,Asian Development Bank,"Canada,OFID",1977,1977.0,,0332/8010,,,,PAK,Tarbela Hydropower (Supplementary & Extension),CWRD,SAEN,12/15/1977,38.0,0.0,0.0,,38.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,no project number,
0332,Canada,Canada,1977,1977.0,,0332/8010,,,,PAK,Tarbela Hydropower (Supplementary & Extension),CWRD,SAEN,12/15/1977,,,,,0.0,,35.0,,35.0,Non-DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,12/15/1977,,,,,Sovereign,,,,,
0332,OFID,OFID,1977,1977.0,8010,0332/8010,,,,PAK,Tarbela Hydropower (Supplementary & Extension),CWRD,SAEN,12/15/1977,,,,,0.0,,13.0,,13.0,DVA,,Partial Administration,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,12/15/1977,03/01/1979,,08/15/1985,,Sovereign,,,,,
0334,Asian Development Bank,"Australia,OFID",1977,1977.0,,0334/8009,,,,NEP,Sagarnath Forestry Development,SARD,SAAE,12/20/1977,0.0,4.9,0.0,,4.9,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,Sustainable Economic Growth,,,,,,,,,,,,no project number,
0334,Asian Development Bank,"Australia,OFID",1977,1977.0,,0334/8009,,,,NEP,Sagarnath Forestry Development,SARD,SAAE,12/20/1977,0.0,4.9,0.0,,4.9,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,Sustainable Economic Growth,,,,,,,,,,,,no project number,
0334,Australia,Australia,1977,1977.0,,0334/8009,,,,NEP,Sagarnath Forestry Development,SARD,SAAE,12/20/1977,,,,,0.0,0.46,,,0.46,Non-DVA,,,Bilateral,Grant,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,12/20/1977,,,,,Sovereign,,,,,
0334,OFID,OFID,1977,1977.0,8009,0334/8009,,,,NEP,Sagarnath Forestry Development,SARD,SAAE,12/20/1977,,,,,0.0,,3.0,,3.0,DVA,,Partial Administration,Multilateral,Loan,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,12/20/1977,09/14/1978,,02/23/1987,,Sovereign,,,,,
0347,Asian Development Bank,Australia,2013,2013.0,348,0347/0348/0444/0445/0446,43452-022,,,TON,Outer Island Renewable Energy,PARD,PATE,06/27/2013,,,2.0,,2.0,,,,,,,,,,,3200.0,Energy,3203,Renewable Energy,,,Sustainable Economic Growth,,,,,,,,,,,,,
0347,Asian Development Bank,"Denmark-Energy 2,EC",2015,2015.0,,0347/0348/0444/0445/0446,43452-023,,,TON,Outer Island Renewable EnergyﾗAdditional Financing,PARD,PATE,10/20/2015,,,1.44,,1.44,,,,,,,,,,,3200.0,Energy,3211,Electricity Transmission and Distribution,,,,,,,,,,,,,,,,
